frequency,word,reading,reading_segments,meaning_en,meaning_en_custom,part,frequency_band,age_band,grade
2980,何人,なんにん,何:なん | 人:にん,How Many People,how Many People,noun | expression,7000.0,2.0,2
2982,国境,こっきょう,国:こっ | 境:きょう,National Border,national Border,noun | の adjective,,,5
2985,工学,こうがく,工:こう | 学:がく,Engineering,engineering,noun,,,2
2990,双方,そうほう,,Both Parties | Both Sides | Mutual,both Parties | both Sides | mutual,noun | の adjective,,,9
2996,現役,げんえき,現:げん | 役:えき,Actively Working | Active,actively Working | active,noun | の adjective,,,5
2999,心臓,しんぞう,心:しん | 臓:ぞう,Heart,heart,noun,,,6
3000,占める,しめる,,To Occupy | To Account For,occupy | account For,transitive verb | ichidan verb,,,9
3154,草,くさ,草:くさ,Grass | Weed,grass,noun,,,1
3205,寺,てら,寺:てら,Temple | Buddhist Temple,temple (Buddhist),noun,,,2
3334,池,いけ,池:いけ,Pond,pond,noun,,,2
3460,羽,はね,羽:はね,Feathers | Feather | Wing | Wings,feather; wing,noun,,,2
3558,竹,たけ,竹:たけ,Bamboo,bamboo,noun,,,1
3647,電池,でんち,電:でん | 池:ち,Battery,battery,noun,,,2
3891,糸,いと,糸:いと,Thread,thread; string,noun,,,1
3916,岩,いわ,岩:いわ,Boulder | Rock,rock; boulder,noun,,,2
4425,黄色,きいろ,黄:き | 色:いろ,Yellow | Yellow Color | Color Yellow,yellow (color),noun | な adjective,,,2
4546,矢,や,矢:や,Arrow,arrow,noun,,,2
4827,刀,かたな,刀:かたな,Sword | Katana,sword; blade,noun,,,2
6125,弓,ゆみ,弓:ゆみ,Bow,bow (archery),noun,,,2
6289,貝,かい,貝:かい,Shell | Shellfish | Clam,shellfish; shell,noun,,,1
6614,麦,むぎ,麦:むぎ,Wheat | Barley | Oats,wheat; barley,noun,,,2
10259,汽車,きしゃ,汽:き | 車:しゃ,Steam Train | Steam Engine Train | Steam Engine,steam train,noun,,,2
10843,鳴き声,なきごえ,鳴:な | き | 声:ごえ,Animal Cry | Animal Sound | Animal Noise | Chirp | Tweet | Roar | Bark | Meow,animal cry; sound,noun,,,2
12711,鳴く,なく,鳴:な | く,To Make An Animal Sound | To Bark | To Chirp,to chirp; to cry (animals),intransitive verb | godan verb,,,2
20459,戸口,とぐち,戸:と | 口:ぐち,Doorway,doorway; entrance,noun,,,2
